2006.956	381.62
2007.041	382.49
2007.126	383.70
2007.203	384.34
2007.288	386.26
2007.370	386.42
2007.455	385.87
2007.537	384.43
2007.622	381.84
2007.707	380.87
2007.789	380.87
2007.874	382.36
2007.956	383.61
2008.041	385.07
2008.126	385.85
2008.205	385.84
2008.290	386.77
2008.372	388.51
2008.456	388.05
2008.538	386.27
2008.623	384.08
2008.708	383.09
2008.790	382.78
2008.874	384.02
2008.956	385.12
2009.041	386.66
2009.126	387.13
2009.203	388.52
2009.288	389.57
2009.370	390.16
2009.455	389.62
2009.537	388.07
2009.622	386.09
2009.707	384.66
2009.789	384.34
2009.874	386.05
2009.956	387.49
2010.041	388.55
2010.126	390.06
2010.203	391.02
2010.288	392.39
2010.370	393.23
2010.455	392.24
2010.537	390.33
2010.622	388.52
2010.707	386.84
2010.789	387.17
2010.874	388.67
2010.956	389.81
2011.041	391.30
2011.126	391.93
2011.203	392.45
2011.288	393.37
2011.370	394.29
2011.455	393.69
2011.537	392.59
2011.622	390.21
2011.707	389.00
2011.789	388.93
2011.874	390.25
2011.956	391.80
2012.041	393.07
2012.126	393.34
2012.205	394.36
2012.290	396.44
2012.372	396.87
2012.456	395.88
2012.538	394.52
2012.623	392.54
2012.708	391.14
2012.790	391.02
2012.874	392.99
2012.956	394.39
2013.041	395.66
2013.126	396.89
2013.203	397.27
2013.288	398.36
2013.370	399.90
2013.455	398.78
2013.537	397.28
2013.622	395.32
2013.707	393.31
2013.789	393.61
2013.874	395.10
2013.956	396.73
2014.041	397.83
2014.126	398.01
2014.203	399.47
2014.288	401.33
2014.370	401.88
2014.455	401.31
2014.537	399.09
2014.622	397.22

